"P(i,k)",Value
"Row(_1=111, _2=98)",454551
"Row(_1=111, _2=99)",1514357
"Row(_1=111, _2=100)",-9159394
"Row(_1=111, _2=101)",-4404249
"Row(_1=111, _2=102)",-3589557
"Row(_1=111, _2=103)",5197145
"Row(_1=111, _2=104)",-3937405
"Row(_1=111, _2=105)",-5975689
"Row(_1=111, _2=106)",-5581559
"Row(_1=111, _2=107)",5435789
"Row(_1=111, _2=108)",9132191
"Row(_1=111, _2=109)",696533
"Row(_1=111, _2=110)",4061946
"Row(_1=111, _2=111)",12043389
"Row(_1=111, _2=112)",-1776675
"Row(_1=111, _2=113)",3577101
"Row(_1=111, _2=114)",-110897
"Row(_1=111, _2=115)",-1794864
"Row(_1=111, _2=116)",-1249044
"Row(_1=111, _2=117)",2354155
"Row(_1=111, _2=118)",4206582
"Row(_1=111, _2=119)",-2556660
"Row(_1=111, _2=120)",-2780543
"Row(_1=111, _2=121)",7628531
"Row(_1=111, _2=122)",-10534462
"Row(_1=111, _2=123)",-2192808
"Row(_1=111, _2=124)",-3686980
"Row(_1=111, _2=125)",-5842074
"Row(_1=111, _2=126)",-5618534
"Row(_1=111, _2=127)",2835416
"Row(_1=112, _2=0)",3010149
"Row(_1=112, _2=1)",3401810
"Row(_1=112, _2=2)",-5219088
"Row(_1=112, _2=3)",-5239691
"Row(_1=112, _2=4)",8251758
"Row(_1=112, _2=5)",6579249
"Row(_1=112, _2=6)",738343
"Row(_1=112, _2=7)",-2938306
"Row(_1=112, _2=8)",915566
"Row(_1=112, _2=9)",6230104
"Row(_1=112, _2=10)",-3314419
"Row(_1=112, _2=11)",7113787
"Row(_1=112, _2=12)",-3386518
"Row(_1=112, _2=13)",-2148402
"Row(_1=112, _2=14)",1650039
"Row(_1=112, _2=15)",3439307
"Row(_1=112, _2=16)",3408781
"Row(_1=112, _2=17)",1405995
"Row(_1=112, _2=18)",10153798
"Row(_1=112, _2=19)",-2397296
"Row(_1=112, _2=20)",298855
"Row(_1=112, _2=21)",2076388
"Row(_1=112, _2=22)",11964403
"Row(_1=112, _2=23)",7320916
"Row(_1=112, _2=24)",652959
"Row(_1=112, _2=25)",1368031
"Row(_1=112, _2=26)",-1481773
"Row(_1=112, _2=27)",3412276
"Row(_1=112, _2=28)",-5896377
"Row(_1=112, _2=29)",7728140
"Row(_1=112, _2=30)",1944937
"Row(_1=112, _2=31)",379653
"Row(_1=112, _2=32)",501098
"Row(_1=112, _2=33)",441664
"Row(_1=112, _2=34)",-4639293
"Row(_1=112, _2=35)",1471730
"Row(_1=112, _2=36)",2131791
"Row(_1=112, _2=37)",-13742241
"Row(_1=112, _2=38)",968924
"Row(_1=112, _2=39)",-142743
"Row(_1=112, _2=40)",-3030166
"Row(_1=112, _2=41)",-3621182
"Row(_1=112, _2=42)",-2320097
"Row(_1=112, _2=43)",-2281665
"Row(_1=112, _2=44)",1556424
"Row(_1=112, _2=45)",8501562
"Row(_1=112, _2=46)",659732
"Row(_1=112, _2=47)",3506897
"Row(_1=112, _2=48)",-308152
"Row(_1=112, _2=49)",4994568
"Row(_1=112, _2=50)",8275672
"Row(_1=112, _2=51)",-3738203
"Row(_1=112, _2=52)",-4917060
"Row(_1=112, _2=53)",-8071106
"Row(_1=112, _2=54)",4418189
"Row(_1=112, _2=55)",-7281304
"Row(_1=112, _2=56)",-5531704
"Row(_1=112, _2=57)",1004170
"Row(_1=112, _2=58)",690712
"Row(_1=112, _2=59)",-11364574
"Row(_1=112, _2=60)",4005424
"Row(_1=112, _2=61)",4545607
"Row(_1=112, _2=62)",3662497
"Row(_1=112, _2=63)",-951198
"Row(_1=112, _2=64)",2508387
"Row(_1=112, _2=65)",-10126098
"Row(_1=112, _2=66)",1142324
"Row(_1=112, _2=67)",5118423
"Row(_1=112, _2=68)",-1669796
"Row(_1=112, _2=69)",-4834969
"Row(_1=112, _2=70)",-5295505
"Row(_1=112, _2=71)",2442356
"Row(_1=112, _2=72)",10689870
"Row(_1=112, _2=73)",3602103
"Row(_1=112, _2=74)",-3743363
"Row(_1=112, _2=75)",-10837876
"Row(_1=112, _2=76)",4001702
"Row(_1=112, _2=77)",-6360357
"Row(_1=112, _2=78)",182649
"Row(_1=112, _2=79)",-953115
"Row(_1=112, _2=80)",-4182285
"Row(_1=112, _2=81)",-2015156
"Row(_1=112, _2=82)",-1188731
"Row(_1=112, _2=83)",-1244399
"Row(_1=112, _2=84)",-2376591
"Row(_1=112, _2=85)",166372
"Row(_1=112, _2=86)",-1098421
"Row(_1=112, _2=87)",3267915
"Row(_1=112, _2=88)",-10920363
"Row(_1=112, _2=89)",8978331
"Row(_1=112, _2=90)",-10066212
"Row(_1=112, _2=91)",11367528
"Row(_1=112, _2=92)",4887174
"Row(_1=112, _2=93)",3192490
"Row(_1=112, _2=94)",-3169019
"Row(_1=112, _2=95)",2473836
"Row(_1=112, _2=96)",1072709
"Row(_1=112, _2=97)",1433507
"Row(_1=112, _2=98)",-5122292
"Row(_1=112, _2=99)",-2622758
"Row(_1=112, _2=100)",-2204019
"Row(_1=112, _2=101)",-3801511
"Row(_1=112, _2=102)",4411468
"Row(_1=112, _2=103)",-3259341
"Row(_1=112, _2=104)",-5026256
"Row(_1=112, _2=105)",-2144663
"Row(_1=112, _2=106)",-5051575
"Row(_1=112, _2=107)",-12440015
"Row(_1=112, _2=108)",-5705823
"Row(_1=112, _2=109)",3975697
"Row(_1=112, _2=110)",-4947594
"Row(_1=112, _2=111)",-7231163
"Row(_1=112, _2=112)",4219981
"Row(_1=112, _2=113)",10092606
"Row(_1=112, _2=114)",-1953532
"Row(_1=112, _2=115)",-6682536
"Row(_1=112, _2=116)",-7330438
"Row(_1=112, _2=117)",2661707
"Row(_1=112, _2=118)",3626057
"Row(_1=112, _2=119)",5152479
"Row(_1=112, _2=120)",-3519005
"Row(_1=112, _2=121)",-5106958
"Row(_1=112, _2=122)",3269855
"Row(_1=112, _2=123)",-3501132
"Row(_1=112, _2=124)",1088487
"Row(_1=112, _2=125)",-6091871
"Row(_1=112, _2=126)",-3483936
"Row(_1=112, _2=127)",56113
"Row(_1=113, _2=0)",-4355235
"Row(_1=113, _2=1)",9856300
"Row(_1=113, _2=2)",5883638
"Row(_1=113, _2=3)",2165297
"Row(_1=113, _2=4)",-1607080
"Row(_1=113, _2=5)",-3530966
"Row(_1=113, _2=6)",1029796
"Row(_1=113, _2=7)",-5908457
"Row(_1=113, _2=8)",-5322324
"Row(_1=113, _2=9)",-1177419
"Row(_1=113, _2=10)",3210580
"Row(_1=113, _2=11)",-6814673
"Row(_1=113, _2=12)",-1206388
"Row(_1=113, _2=13)",-5582035
"Row(_1=113, _2=14)",-1500755
"Row(_1=113, _2=15)",652487
"Row(_1=113, _2=16)",3493780
"Row(_1=113, _2=17)",462324
"Row(_1=113, _2=18)",4217372
"Row(_1=113, _2=19)",3073828
"Row(_1=113, _2=20)",-3771651
"Row(_1=113, _2=21)",-4628025
"Row(_1=113, _2=22)",3382677
"Row(_1=113, _2=23)",4030889
"Row(_1=113, _2=24)",-6087482
"Row(_1=113, _2=25)",-812836
"Row(_1=113, _2=26)",4616414
"Row(_1=113, _2=27)",7566582
"Row(_1=113, _2=28)",11095764
"Row(_1=113, _2=29)",2196291
"Row(_1=113, _2=30)",6476748
"Row(_1=113, _2=31)",3500228
"Row(_1=113, _2=32)",8103221
"Row(_1=113, _2=33)",7845957
"Row(_1=113, _2=34)",-581975
"Row(_1=113, _2=35)",-8961662
"Row(_1=113, _2=36)",-793937
"Row(_1=113, _2=37)",6072576
"Row(_1=113, _2=38)",810436
"Row(_1=113, _2=39)",-277469
"Row(_1=113, _2=40)",5859127
"Row(_1=113, _2=41)",-4417215
"Row(_1=113, _2=42)",-2998226
"Row(_1=113, _2=43)",8846421
"Row(_1=113, _2=44)",-3074355
"Row(_1=113, _2=45)",1236868
"Row(_1=113, _2=46)",-12587272
"Row(_1=113, _2=47)",7927080
"Row(_1=113, _2=48)",313022
"Row(_1=113, _2=49)",5017682
"Row(_1=113, _2=50)",1428158
"Row(_1=113, _2=51)",3585371
"Row(_1=113, _2=52)",7432655
"Row(_1=113, _2=53)",543478
"Row(_1=113, _2=54)",436029
"Row(_1=113, _2=55)",-3790121
"Row(_1=113, _2=56)",-3671556
"Row(_1=113, _2=57)",-4584982
"Row(_1=113, _2=58)",-6598422
"Row(_1=113, _2=59)",3102668
"Row(_1=113, _2=60)",1088060
"Row(_1=113, _2=61)",-9465348
"Row(_1=113, _2=62)",2369694
"Row(_1=113, _2=63)",-2483052
"Row(_1=113, _2=64)",-5366187
"Row(_1=113, _2=65)",2118616
"Row(_1=113, _2=66)",-6596282
"Row(_1=113, _2=67)",107131
"Row(_1=113, _2=68)",-4526843
"Row(_1=113, _2=69)",6591294
"Row(_1=113, _2=70)",-4688770
"Row(_1=113, _2=71)",-2243758
"Row(_1=113, _2=72)",-2559031
"Row(_1=113, _2=73)",1323188
"Row(_1=113, _2=74)",4313064
"Row(_1=113, _2=75)",-6082372
"Row(_1=113, _2=76)",3546394
"Row(_1=113, _2=77)",-4460165
"Row(_1=113, _2=78)",-6537871
"Row(_1=113, _2=79)",11518750
"Row(_1=113, _2=80)",529138
"Row(_1=113, _2=81)",-1995594
"Row(_1=113, _2=82)",2394305
"Row(_1=113, _2=83)",3756860
"Row(_1=113, _2=84)",-2828212
"Row(_1=113, _2=85)",1351356
"Row(_1=113, _2=86)",-17512351
"Row(_1=113, _2=87)",-1973653
"Row(_1=113, _2=88)",44171
"Row(_1=113, _2=89)",-7318589
"Row(_1=113, _2=90)",-1056306
"Row(_1=113, _2=91)",545328
"Row(_1=113, _2=92)",-4635236
"Row(_1=113, _2=93)",-1129419
"Row(_1=113, _2=94)",3702081
"Row(_1=113, _2=95)",-1954927
"Row(_1=113, _2=96)",7712071
"Row(_1=113, _2=97)",-6525920
"Row(_1=113, _2=98)",1276157
"Row(_1=113, _2=99)",-2904694
"Row(_1=113, _2=100)",207229
"Row(_1=113, _2=101)",2426124
"Row(_1=113, _2=102)",328041
"Row(_1=113, _2=103)",1645528
"Row(_1=113, _2=104)",-3516566
"Row(_1=113, _2=105)",-4986236
"Row(_1=113, _2=106)",4546047
"Row(_1=113, _2=107)",1662202
"Row(_1=113, _2=108)",-5223343
"Row(_1=113, _2=109)",5510980
"Row(_1=113, _2=110)",903927
"Row(_1=113, _2=111)",-1465548
"Row(_1=113, _2=112)",18622430
"Row(_1=113, _2=113)",-4753724
"Row(_1=113, _2=114)",3192322
"Row(_1=113, _2=115)",4545573
"Row(_1=113, _2=116)",-2797856
"Row(_1=113, _2=117)",-3896252
"Row(_1=113, _2=118)",-9489
"Row(_1=113, _2=119)",-9572922
"Row(_1=113, _2=120)",4316817
"Row(_1=113, _2=121)",1582872
"Row(_1=113, _2=122)",8105632
"Row(_1=113, _2=123)",7840777
"Row(_1=113, _2=124)",607275
"Row(_1=113, _2=125)",12776493
"Row(_1=113, _2=126)",12921197
"Row(_1=113, _2=127)",2240127
"Row(_1=114, _2=0)",7010819
"Row(_1=114, _2=1)",1218707
"Row(_1=114, _2=2)",4372438
"Row(_1=114, _2=3)",13670431
"Row(_1=114, _2=4)",-2797858
"Row(_1=114, _2=5)",-487293
"Row(_1=114, _2=6)",2903720
"Row(_1=114, _2=7)",948734
"Row(_1=114, _2=8)",-4643856
"Row(_1=114, _2=9)",4914157
"Row(_1=114, _2=10)",-5982010
"Row(_1=114, _2=11)",4550853
"Row(_1=114, _2=12)",-3238629
"Row(_1=114, _2=13)",-1831379
"Row(_1=114, _2=14)",7703385
"Row(_1=114, _2=15)",5643836
"Row(_1=114, _2=16)",-3878699
"Row(_1=114, _2=17)",-8944785
"Row(_1=114, _2=18)",-4702685
"Row(_1=114, _2=19)",-1433838
"Row(_1=114, _2=20)",379795
"Row(_1=114, _2=21)",2452738
"Row(_1=114, _2=22)",3843792
"Row(_1=114, _2=23)",3169097
"Row(_1=114, _2=24)",1951385
"Row(_1=114, _2=25)",-1484643
"Row(_1=114, _2=26)",-1985041
"Row(_1=114, _2=27)",703765
"Row(_1=114, _2=28)",-937780
"Row(_1=114, _2=29)",-5038256
"Row(_1=114, _2=30)",5416036
"Row(_1=114, _2=31)",5126815
"Row(_1=114, _2=32)",6072545
"Row(_1=114, _2=33)",-2385323
"Row(_1=114, _2=34)",505363
"Row(_1=114, _2=35)",3436175
"Row(_1=114, _2=36)",4610789
"Row(_1=114, _2=37)",666362
"Row(_1=114, _2=38)",-6641981
"Row(_1=114, _2=39)",-1864625
"Row(_1=114, _2=40)",10599694
"Row(_1=114, _2=41)",-9354922
"Row(_1=114, _2=42)",-4228799
"Row(_1=114, _2=43)",-384809
"Row(_1=114, _2=44)",1022884
"Row(_1=114, _2=45)",-7686787
"Row(_1=114, _2=46)",-2176611
"Row(_1=114, _2=47)",-5587838
"Row(_1=114, _2=48)",-11793145
"Row(_1=114, _2=49)",-2910445
"Row(_1=114, _2=50)",705398
"Row(_1=114, _2=51)",3787061
"Row(_1=114, _2=52)",11861917
"Row(_1=114, _2=53)",2806973
"Row(_1=114, _2=54)",-4373506
"Row(_1=114, _2=55)",-1109657
"Row(_1=114, _2=56)",3360419
"Row(_1=114, _2=57)",-1972191
"Row(_1=114, _2=58)",8150158
"Row(_1=114, _2=59)",-7622772
"Row(_1=114, _2=60)",-7464518
"Row(_1=114, _2=61)",2480199
"Row(_1=114, _2=62)",2611210
"Row(_1=114, _2=63)",-2873229
"Row(_1=114, _2=64)",3161979
"Row(_1=114, _2=65)",-254177
"Row(_1=114, _2=66)",1297253
"Row(_1=114, _2=67)",538618
"Row(_1=114, _2=68)",-11300714
"Row(_1=114, _2=69)",4731272
"Row(_1=114, _2=70)",-9008875
"Row(_1=114, _2=71)",-1648542
"Row(_1=114, _2=72)",-614435
"Row(_1=114, _2=73)",5137399
"Row(_1=114, _2=74)",13343403
"Row(_1=114, _2=75)",6306273
"Row(_1=114, _2=76)",13506878
"Row(_1=114, _2=77)",2166553
"Row(_1=114, _2=78)",-1345814
"Row(_1=114, _2=79)",183412
"Row(_1=114, _2=80)",-3761836
"Row(_1=114, _2=81)",-4338230
"Row(_1=114, _2=82)",4121375
"Row(_1=114, _2=83)",9929236
"Row(_1=114, _2=84)",3681561
"Row(_1=114, _2=85)",6328177
"Row(_1=114, _2=86)",-475676
"Row(_1=114, _2=87)",4357738
"Row(_1=114, _2=88)",464660
"Row(_1=114, _2=89)",2018892
"Row(_1=114, _2=90)",-1072737
"Row(_1=114, _2=91)",-200862
"Row(_1=114, _2=92)",-5715703
"Row(_1=114, _2=93)",2072542
"Row(_1=114, _2=94)",1897838
"Row(_1=114, _2=95)",-14387179
"Row(_1=114, _2=96)",-8198184
"Row(_1=114, _2=97)",-5339930
"Row(_1=114, _2=98)",-1554834
"Row(_1=114, _2=99)",-8121075
"Row(_1=114, _2=100)",-7524789
"Row(_1=114, _2=101)",2724157
"Row(_1=114, _2=102)",-5505076
"Row(_1=114, _2=103)",-5251290
"Row(_1=114, _2=104)",-5212384
"Row(_1=114, _2=105)",-78335
"Row(_1=114, _2=106)",-4316184
"Row(_1=114, _2=107)",1622011
"Row(_1=114, _2=108)",4282785
"Row(_1=114, _2=109)",5268379
"Row(_1=114, _2=110)",-5535198
"Row(_1=114, _2=111)",-465899
"Row(_1=114, _2=112)",-1828082
"Row(_1=114, _2=113)",2117250
"Row(_1=114, _2=114)",4577086
"Row(_1=114, _2=115)",4886359
"Row(_1=114, _2=116)",-781961
"Row(_1=114, _2=117)",3210023
"Row(_1=114, _2=118)",-3703443
"Row(_1=114, _2=119)",2682281
"Row(_1=114, _2=120)",4555937
"Row(_1=114, _2=121)",-7229674
"Row(_1=114, _2=122)",-2803170
"Row(_1=114, _2=123)",-5939105
"Row(_1=114, _2=124)",6000347
"Row(_1=114, _2=125)",-3817809
"Row(_1=114, _2=126)",3030392
"Row(_1=114, _2=127)",-8937789
"Row(_1=115, _2=0)",1551644
"Row(_1=115, _2=1)",3200066
"Row(_1=115, _2=2)",-4102388
"Row(_1=115, _2=3)",-3946904
"Row(_1=115, _2=4)",2426828
"Row(_1=115, _2=5)",-16055
"Row(_1=115, _2=6)",2609418
"Row(_1=115, _2=7)",-12325116
"Row(_1=115, _2=8)",-5397312
"Row(_1=115, _2=9)",4554900
"Row(_1=115, _2=10)",-11690065
"Row(_1=115, _2=11)",-7312413
"Row(_1=115, _2=12)",981957
"Row(_1=115, _2=13)",2918548
"Row(_1=115, _2=14)",-4853936
"Row(_1=115, _2=15)",-3745206
"Row(_1=115, _2=16)",5597950
"Row(_1=115, _2=17)",-2507625
"Row(_1=115, _2=18)",-848642
"Row(_1=115, _2=19)",8244055
"Row(_1=115, _2=20)",-3289421
"Row(_1=115, _2=21)",3429802
"Row(_1=115, _2=22)",6000910
"Row(_1=115, _2=23)",2233669
"Row(_1=115, _2=24)",864597
"Row(_1=115, _2=25)",6240555
"Row(_1=115, _2=26)",-8767146
"Row(_1=115, _2=27)",7001904
"Row(_1=115, _2=28)",-8415843
"Row(_1=115, _2=29)",10409497
"Row(_1=115, _2=30)",-3657892
"Row(_1=115, _2=31)",-3248164
"Row(_1=115, _2=32)",-6119966
"Row(_1=115, _2=33)",-4328131
"Row(_1=115, _2=34)",215582
"Row(_1=115, _2=35)",-5789947
"Row(_1=115, _2=36)",-552609
"Row(_1=115, _2=37)",-4475145
"Row(_1=115, _2=38)",10645724
"Row(_1=115, _2=39)",2454349
"Row(_1=115, _2=40)",6625217
"Row(_1=115, _2=41)",-3993017
"Row(_1=115, _2=42)",-3247302
"Row(_1=115, _2=43)",-6915399
"Row(_1=115, _2=44)",2878830
"Row(_1=115, _2=45)",-9869168
"Row(_1=115, _2=46)",755971
"Row(_1=115, _2=47)",-2720921
"Row(_1=115, _2=48)",1513333
"Row(_1=115, _2=49)",5085124
"Row(_1=115, _2=50)",-1095231
"Row(_1=115, _2=51)",-1495771
"Row(_1=115, _2=52)",9302194
"Row(_1=115, _2=53)",-5399761
"Row(_1=115, _2=54)",-3129004
"Row(_1=115, _2=55)",-5570488
"Row(_1=115, _2=56)",-2160250
"Row(_1=115, _2=57)",4095304
"Row(_1=115, _2=58)",4800398
"Row(_1=115, _2=59)",-6265894
"Row(_1=115, _2=60)",-6785342
"Row(_1=115, _2=61)",7312855
"Row(_1=115, _2=62)",-1533815
"Row(_1=115, _2=63)",-4617321
"Row(_1=115, _2=64)",-13236253
"Row(_1=115, _2=65)",-6864936
"Row(_1=115, _2=66)",-104227
"Row(_1=115, _2=67)",5634400
"Row(_1=115, _2=68)",642778
"Row(_1=115, _2=69)",-4643235
"Row(_1=115, _2=70)",24719
"Row(_1=115, _2=71)",10409996
"Row(_1=115, _2=72)",4656527
"Row(_1=115, _2=73)",-985641
"Row(_1=115, _2=74)",4976511
"Row(_1=115, _2=75)",-5379370
"Row(_1=115, _2=76)",2755668
"Row(_1=115, _2=77)",-3213291
"Row(_1=115, _2=78)",-3336471
"Row(_1=115, _2=79)",129724
"Row(_1=115, _2=80)",404842
"Row(_1=115, _2=81)",-8162073
"Row(_1=115, _2=82)",2403804
"Row(_1=115, _2=83)",5911052
"Row(_1=115, _2=84)",-3890499
"Row(_1=115, _2=85)",-2719725
"Row(_1=115, _2=86)",-1476686
"Row(_1=115, _2=87)",10437943
"Row(_1=115, _2=88)",360415
"Row(_1=115, _2=89)",-3799269
"Row(_1=115, _2=90)",-6697375
"Row(_1=115, _2=91)",-10659539
"Row(_1=115, _2=92)",-2503517
"Row(_1=115, _2=93)",-1505418
"Row(_1=115, _2=94)",-414088
"Row(_1=115, _2=95)",3674092
"Row(_1=115, _2=96)",-7438819
"Row(_1=115, _2=97)",992225
"Row(_1=115, _2=98)",-797320
"Row(_1=115, _2=99)",-4415649
"Row(_1=115, _2=100)",-8804
"Row(_1=115, _2=101)",-10539104
"Row(_1=115, _2=102)",-2068144
"Row(_1=115, _2=103)",10895319
"Row(_1=115, _2=104)",7599513
"Row(_1=115, _2=105)",242083
"Row(_1=115, _2=106)",-14253921
"Row(_1=115, _2=107)",-3287445
"Row(_1=115, _2=108)",-1421043
"Row(_1=115, _2=109)",-1621333
"Row(_1=115, _2=110)",7086017
"Row(_1=115, _2=111)",4771238
"Row(_1=115, _2=112)",-1700150
"Row(_1=115, _2=113)",1052810
"Row(_1=115, _2=114)",-2084226
"Row(_1=115, _2=115)",-5416148
"Row(_1=115, _2=116)",-10130570
"Row(_1=115, _2=117)",1682492
"Row(_1=115, _2=118)",-766991
"Row(_1=115, _2=119)",-3611824
"Row(_1=115, _2=120)",611598
"Row(_1=115, _2=121)",3173001
"Row(_1=115, _2=122)",-6744617
"Row(_1=115, _2=123)",11116017
"Row(_1=115, _2=124)",2391141
"Row(_1=115, _2=125)",1807375
"Row(_1=115, _2=126)",3818743
"Row(_1=115, _2=127)",-6518003
"Row(_1=116, _2=0)",681609
"Row(_1=116, _2=1)",6062387
"Row(_1=116, _2=2)",-4458227
"Row(_1=116, _2=3)",-7296783
"Row(_1=116, _2=4)",2102383
"Row(_1=116, _2=5)",733767
"Row(_1=116, _2=6)",-1490955
"Row(_1=116, _2=7)",8046949
"Row(_1=116, _2=8)",-4667996
"Row(_1=116, _2=9)",9293998
"Row(_1=116, _2=10)",4038115
"Row(_1=116, _2=11)",3773185
"Row(_1=116, _2=12)",6301264
"Row(_1=116, _2=13)",-7464023
"Row(_1=116, _2=14)",4500641
"Row(_1=116, _2=15)",-2482971
"Row(_1=116, _2=16)",3034619
"Row(_1=116, _2=17)",3799849
"Row(_1=116, _2=18)",7558115
"Row(_1=116, _2=19)",4658481
"Row(_1=116, _2=20)",-7183550
"Row(_1=116, _2=21)",3420229
"Row(_1=116, _2=22)",-6326130
"Row(_1=116, _2=23)",9539272
"Row(_1=116, _2=24)",906514
"Row(_1=116, _2=25)",13784587
"Row(_1=116, _2=26)",6021270
"Row(_1=116, _2=27)",3076956
"Row(_1=116, _2=28)",-4774057
"Row(_1=116, _2=29)",-1796425
"Row(_1=116, _2=30)",-4145619
"Row(_1=116, _2=31)",392718
"Row(_1=116, _2=32)",2561395
"Row(_1=116, _2=33)",-6104580
"Row(_1=116, _2=34)",1570531
"Row(_1=116, _2=35)",1809106
"Row(_1=116, _2=36)",194089
"Row(_1=116, _2=37)",-3022964
"Row(_1=116, _2=38)",-2019333
"Row(_1=116, _2=39)",-6806870
"Row(_1=116, _2=40)",12993487
"Row(_1=116, _2=41)",-8523202
"Row(_1=116, _2=42)",1058256
"Row(_1=116, _2=43)",-3509385
"Row(_1=116, _2=44)",-3832498
"Row(_1=116, _2=45)",4910411
"Row(_1=116, _2=46)",-6960160
"Row(_1=116, _2=47)",5197150
"Row(_1=116, _2=48)",-3214635
"Row(_1=116, _2=49)",5893351
"Row(_1=116, _2=50)",3383059
"Row(_1=116, _2=51)",7804373
"Row(_1=116, _2=52)",-12569300
"Row(_1=116, _2=53)",4370183
"Row(_1=116, _2=54)",6948350
"Row(_1=116, _2=55)",-8010349
"Row(_1=116, _2=56)",4526174
"Row(_1=116, _2=57)",-6190970
"Row(_1=116, _2=58)",2627272
"Row(_1=116, _2=59)",2583331
"Row(_1=116, _2=60)",3473158
"Row(_1=116, _2=61)",1595
"Row(_1=116, _2=62)",-6458082
"Row(_1=116, _2=63)",-2655268
"Row(_1=116, _2=64)",-2333090
"Row(_1=116, _2=65)",2302554
"Row(_1=116, _2=66)",6587749
"Row(_1=116, _2=67)",8568201
"Row(_1=116, _2=68)",8951497
"Row(_1=116, _2=69)",-2666607
"Row(_1=116, _2=70)",-14227875
"Row(_1=116, _2=71)",1802863
"Row(_1=116, _2=72)",6371196
"Row(_1=116, _2=73)",-5136806
"Row(_1=116, _2=74)",1049460
"Row(_1=116, _2=75)",13101509
"Row(_1=116, _2=76)",-8601007
"Row(_1=116, _2=77)",528538
"Row(_1=116, _2=78)",2807479
"Row(_1=116, _2=79)",-2736303
"Row(_1=116, _2=80)",4969299
"Row(_1=116, _2=81)",-9370173
"Row(_1=116, _2=82)",285538
"Row(_1=116, _2=83)",8490168
"Row(_1=116, _2=84)",-448211
"Row(_1=116, _2=85)",2116140
"Row(_1=116, _2=86)",1816016
"Row(_1=116, _2=87)",-6427761
"Row(_1=116, _2=88)",7895272
"Row(_1=116, _2=89)",-7574665
"Row(_1=116, _2=90)",2609831
"Row(_1=116, _2=91)",-2573581
"Row(_1=116, _2=92)",2395854
"Row(_1=116, _2=93)",9008724
"Row(_1=116, _2=94)",-2519170
"Row(_1=116, _2=95)",-5213580
"Row(_1=116, _2=96)",4736263
"Row(_1=116, _2=97)",4490759
"Row(_1=116, _2=98)",-9760363
"Row(_1=116, _2=99)",-6543718
"Row(_1=116, _2=100)",-1522124
"Row(_1=116, _2=101)",-2058034
"Row(_1=116, _2=102)",-2555200
"Row(_1=116, _2=103)",1759043
"Row(_1=116, _2=104)",1027156
"Row(_1=116, _2=105)",-5850980
"Row(_1=116, _2=106)",4629310
"Row(_1=116, _2=107)",-4837745
"Row(_1=116, _2=108)",2909895
"Row(_1=116, _2=109)",-5054321
"Row(_1=116, _2=110)",-5520964
"Row(_1=116, _2=111)",-7622383
"Row(_1=116, _2=112)",-1300291
"Row(_1=116, _2=113)",-1824662
"Row(_1=116, _2=114)",-4872010
"Row(_1=116, _2=115)",15096583
"Row(_1=116, _2=116)",11565948
"Row(_1=116, _2=117)",2457443
"Row(_1=116, _2=118)",-391938
"Row(_1=116, _2=119)",2642047
"Row(_1=116, _2=120)",-3935694
"Row(_1=116, _2=121)",1036914
"Row(_1=116, _2=122)",1736737
"Row(_1=116, _2=123)",-4171269
"Row(_1=116, _2=124)",2568756
"Row(_1=116, _2=125)",-3603404
"Row(_1=116, _2=126)",5977429
"Row(_1=116, _2=127)",665459
"Row(_1=117, _2=0)",6572210
"Row(_1=117, _2=1)",-5585469
"Row(_1=117, _2=2)",807442
"Row(_1=117, _2=3)",10555193
"Row(_1=117, _2=4)",343913
"Row(_1=117, _2=5)",2266697
"Row(_1=117, _2=6)",2325744
"Row(_1=117, _2=7)",-7037826
"Row(_1=117, _2=8)",-3395694
"Row(_1=117, _2=9)",-3946410
"Row(_1=117, _2=10)",-3815799
"Row(_1=117, _2=11)",1760700
"Row(_1=117, _2=12)",-655539
"Row(_1=117, _2=13)",200362
"Row(_1=117, _2=14)",6985272
"Row(_1=117, _2=15)",8149031
"Row(_1=117, _2=16)",-918976
"Row(_1=117, _2=17)",2201175
"Row(_1=117, _2=18)",-5655321
"Row(_1=117, _2=19)",-8087294
"Row(_1=117, _2=20)",7362217
"Row(_1=117, _2=21)",648071
"Row(_1=117, _2=22)",2590556
"Row(_1=117, _2=23)",10066799
"Row(_1=117, _2=24)",3006144
"Row(_1=117, _2=25)",716847
"Row(_1=117, _2=26)",7530431
"Row(_1=117, _2=27)",3535859
"Row(_1=117, _2=28)",1534359
"Row(_1=117, _2=29)",1123647
"Row(_1=117, _2=30)",-2873628
"Row(_1=117, _2=31)",-1267370
"Row(_1=117, _2=32)",-5009407
"Row(_1=117, _2=33)",1365946
"Row(_1=117, _2=34)",2595475
"Row(_1=117, _2=35)",-4714054
"Row(_1=117, _2=36)",-4831534
"Row(_1=117, _2=37)",1028880
"Row(_1=117, _2=38)",1022445
"Row(_1=117, _2=39)",-3412745
"Row(_1=117, _2=40)",-5389021
"Row(_1=117, _2=41)",-1486772
"Row(_1=117, _2=42)",-9734596
"Row(_1=117, _2=43)",-9060568
"Row(_1=117, _2=44)",-7978587
"Row(_1=117, _2=45)",-3531931
"Row(_1=117, _2=46)",12826094
"Row(_1=117, _2=47)",-796638
"Row(_1=117, _2=48)",-2878015
"Row(_1=117, _2=49)",-10369838
"Row(_1=117, _2=50)",3406883
"Row(_1=117, _2=51)",51800
"Row(_1=117, _2=52)",13137598
